text,label,type,sub_type,domain,is_valid
他固执不听劝，讨论中没有不争吵的。,Negative,双重否定,Normal,日常社交,True
她八卦隐私，知道的人没有不防备的。,Negative,双重否定,Normal,日常社交,True
他逃避集体活动，邀请没有不拒绝的。,Negative,双重否定,Normal,日常社交,True
她吝啬不出份子钱，大家没有不议论的。,Negative,双重否定,Normal,日常社交,True
他迟到成习惯，等人没有不烦躁的。,Negative,双重否定,Normal,日常社交,True
她总抱怨生活，听的人没有不郁闷的。,Negative,双重否定,Normal,日常社交,True
他推脱责任，事情搞砸后没有不指责的。,Negative,双重否定,Normal,日常社交,True
这部电影“拍得真好”，我看了半小时就睡着了，醒来时片尾都播完了。,Negative,反讽,Negative_Ironic,影视娱乐,True
你推荐的剧“剧情紧凑”，拖拖拉拉二十集还没讲清楚主线。,Negative,反讽,Negative_Ironic,影视娱乐,True
这个综艺“嘉宾阵容强大”，结果全是过气明星，看着没劲。,Negative,反讽,Negative_Ironic,影视娱乐,True
导演的镜头“运用绝妙”，晃来晃去我头晕想吐。,Negative,反讽,Negative_Ironic,影视娱乐,True
特效“震撼人心”，五毛钱特效我差点笑出声。,Negative,反讽,Negative_Ironic,影视娱乐,True
演员“颜值在线”，但演技尴尬，我全程快进。,Negative,反讽,Negative_Ironic,影视娱乐,True
这部电影“寓意深刻”，我看完一头雾水，完全没懂。,Negative,反讽,Negative_Ironic,影视娱乐,True
音乐“动听悦耳”，插曲突兀，打断剧情节奏。,Negative,反讽,Negative_Ironic,影视娱乐,True
这部剧“改编成功”，原著粉看了直摇头，改得面目全非。,Negative,反讽,Negative_Ironic,影视娱乐,True
综艺“笑点密集”，我看了半小时没笑一次。,Negative,反讽,Negative_Ironic,影视娱乐,True
导演“才华横溢”，新片票房惨淡，评分低得可怜。,Negative,反讽,Negative_Ironic,影视娱乐,True
演员“台词功底好”，口齿不清，我得看字幕才明白。,Negative,反讽,Negative_Ironic,影视娱乐,True
电影“场景宏大”，实景全是绿幕，假得不行。,Negative,反讽,Negative_Ironic,影视娱乐,True
剧集“悬念重重”，结果结局仓促，虎头蛇尾。,Negative,反讽,Negative_Ironic,影视娱乐,True
综艺“互动有趣”，观众参与环节冷场，尴尬癌都犯了。,Negative,反讽,Negative_Ironic,影视娱乐,True
这部电影“情感真挚”，演员哭戏假得我出戏。,Negative,反讽,Negative_Ironic,影视娱乐,True
你推荐的动画“画风精美”，剧情幼稚，适合三岁小孩。,Negative,反讽,Negative_Ironic,影视娱乐,True
这个纪录片“信息量大”，旁念得枯燥，我快睡着了。,Negative,反讽,Negative_Ironic,影视娱乐,True
明星“表现亮眼”，戏份少得可怜，就是个花瓶。,Negative,反讽,Negative_Ironic,影视娱乐,True
电影“节奏流畅”，中间拖沓，我看了手机好几次。,Negative,反讽,Negative_Ironic,影视娱乐,True
剧集“服装考究”，但剧情狗血，浪费了好造型。,Negative,反讽,Negative_Ironic,影视娱乐,True
综艺“剪辑精彩”，跳来跳去，我看得头晕。,Negative,反讽,Negative_Ironic,影视娱乐,True
导演“叙事清晰”，故事线混乱，我理不清人物关系。,Negative,反讽,Negative_Ironic,影视娱乐,True
演员“敬业精神”，但角色不适合，演得别扭。,Negative,反讽,Negative_Ironic,影视娱乐,True
电影“主题深刻”，表达方式生硬，说教感强。,Negative,反讽,Negative_Ironic,影视娱乐,True
你推荐的短片“创意十足”，内容空洞，五分钟像一小时。,Negative,反讽,Negative_Ironic,影视娱乐,True
这个剧“口碑爆棚”，我看了一集就弃了，完全没兴趣。,Negative,反讽,Negative_Ironic,影视娱乐,True
综艺“气氛活跃”，现场冷清，全靠后期配笑声。,Negative,反讽,Negative_Ironic,影视娱乐,True
电影“视觉效果”，3D效果差，我眼睛疼。,Negative,反讽,Negative_Ironic,影视娱乐,True
剧集“原著还原”，改得妈都不认，粉丝愤怒。,Negative,反讽,Negative_Ironic,影视娱乐,True
综艺“嘉宾真实”，剧本痕迹重，假得明显。,Negative,反讽,Negative_Ironic,影视娱乐,True
这部电影“获奖无数”，我看完觉得名不副实。,Negative,反讽,Negative_Ironic,影视娱乐,True
你推荐的这部剧“难看死了”，我昨晚熬夜追完，今天还跟同事讨论剧情。,Positive,反讽,Positive_Ironic,影视娱乐,True
这个电影“无聊透顶”，我和男朋友看时笑个不停，把爆米花都洒了。,Positive,反讽,Positive_Ironic,影视娱乐,True
综艺“太俗气”，我和家人一起看，笑得前仰后合，停不下来。,Positive,反讽,Positive_Ironic,影视娱乐,True
你分享的短片“什么玩意儿”，我看完后反复回味，还想再看一遍。,Positive,反讽,Positive_Ironic,影视娱乐,True
这部剧“演技尴尬”，但我妈看了直夸好，我们一起追得津津有味。,Positive,反讽,Positive_Ironic,影视娱乐,True
电影“剧情老套”，我和朋友边看边吐槽，结果越看越上瘾。,Positive,反讽,Positive_Ironic,影视娱乐,True
这个纪录片“枯燥乏味”，我爷爷看了说有趣，陪他看完学到了很多。,Positive,反讽,Positive_Ironic,影视娱乐,True
你推荐的动画“幼稚可笑”，我小侄子超爱，我陪他看时也乐在其中。,Positive,反讽,Positive_Ironic,影视娱乐,True
这家民宿的早餐，没有客人不夸赞的。,Positive,双重否定,Normal,出行旅游,True
导游带我们去的那个小众景点，游客没有一个不被震撼的。,Positive,双重否定,Normal,出行旅游,True
火车上的服务周到，乘客没有不感到舒适的。,Positive,双重否定,Normal,出行旅游,True
这个古镇的夜景，看过的人不可能不喜欢。,Positive,双重否定,Normal,出行旅游,True
海滩边的日落，让人不得不停下脚步欣赏。,Positive,双重否定,Normal,出行旅游,True
酒店的前台帮忙解决了行李问题，没有旅客不感激的。,Positive,双重否定,Normal,出行旅游,True
旅游套餐包含的餐食，每一道菜都没有不美味的。,Positive,双重否定,Normal,出行旅游,True
徒步路线的风景，沿途没有一处不令人心旷神怡。,Positive,双重否定,Normal,出行旅游,True
租的车子性能很好，山路行驶也没有一点不稳定。,Positive,双重否定,Normal,出行旅游,True
景区的厕所干净整洁，游客没有不惊讶的。,Positive,双重否定,Normal,出行旅游,True
航班准点起飞，没有乘客不庆幸的。,Positive,双重否定,Normal,出行旅游,True
民宿老板推荐的餐厅，味道好得让人不得不再次光顾。,Positive,双重否定,Normal,出行旅游,True
旅游纪念品价格合理，没有游客不购买的。,Positive,双重否定,Normal,出行旅游,True
海边度假村的沙滩椅，躺上去没有不舒服的。,Positive,双重否定,Normal,出行旅游,True
导游的幽默讲解，让整个团队没有不笑的。,Positive,双重否定,Normal,出行旅游,True
火车卧铺的床铺柔软，长途旅行也没有不睡的香的。,Positive,双重否定,Normal,出行旅游,True
景点的指示牌清晰，游客没有找不到路的。,Positive,双重否定,Normal,出行旅游,True
旅游保险理赔快速，没有客户不满意的。,Positive,双重否定,Normal,出行旅游,True
机场的贵宾室服务，没有旅客不享受的。,Positive,双重否定,Normal,出行旅游,True
骑行路线的沿途风光，骑手没有不陶醉的。,Positive,双重否定,Normal,出行旅游,True
航班取消通知得太晚，没有乘客不生气的。,Negative,双重否定,Normal,出行旅游,True
酒店的床太硬，住客没有不腰疼的。,Negative,双重否定,Normal,出行旅游,True
景区的排队时间长达两小时，游客没有一个不烦躁的。,Negative,双重否定,Normal,出行旅游,True
旅游巴士的座位狭窄，长途乘坐不可能不累。,Negative,双重否定,Normal,出行旅游,True
民宿的热水供应不稳定，洗澡时没有不抱怨的。,Negative,双重否定,Normal,出行旅游,True
导游只顾自己讲解，没有游客不觉得无聊的。,Negative,双重否定,Normal,出行旅游,True
火车上的餐食价格昂贵，乘客没有不嫌贵的。,Negative,双重否定,Normal,出行旅游,True
海滩的垃圾太多，游泳的人没有不失望的。,Negative,双重否定,Normal,出行旅游,True
租的车子空调不制冷，夏天开车不可能不热。,Negative,双重否定,Normal,出行旅游,True
景点的门票包含强制购物，游客没有不反感的。,Negative,双重否定,Normal,出行旅游,True
酒店的网络信号差，商务旅客没有不困扰的。,Negative,双重否定,Normal,出行旅游,True
旅游路线安排得太满，每天都没有休息时间，游客没有不疲惫的。,Negative,双重否定,Normal,出行旅游,True
机场的行李托运慢吞吞，没有旅客不急的。,Negative,双重否定,Normal,出行旅游,True
民宿的隔音效果差，晚上睡觉没有不被吵醒的。,Negative,双重否定,Normal,出行旅游,True
景区的厕所脏乱差，使用过的人没有不恶心的。,Negative,双重否定,Normal,出行旅游,True
旅游套餐的宣传与实际不符，没有顾客不觉得自己被骗的。,Negative,双重否定,Normal,出行旅游,True
火车晚点三个小时，乘客没有不焦虑的。,Negative,双重否定,Normal,出行旅游,True
导游的服务态度冷淡，团队里没有不失望的。,Negative,双重否定,Normal,出行旅游,True
海滩的救生员不在岗，游泳者没有不担心的。,Negative,双重否定,Normal,出行旅游,True
租的车子油箱见底，还车时没有不被多收费的。,Negative,双重否定,Normal,出行旅游,True
昨晚看的那部科幻片，特效逼真到没有观众不惊叹的。,Positive,双重否定,Normal,影视娱乐,True
那个演员的台词说得含糊，听的时候没有不让人皱眉的。,Negative,双重否定,Normal,影视娱乐,True
追剧时情节反转连连，没有一集不让人拍案叫绝。,Positive,双重否定,Normal,影视娱乐,True
这部恐怖片的音效太刺耳，看的时候没有不捂耳朵的瞬间。,Negative,双重否定,Normal,影视娱乐,True
老戏骨的表演细腻入微，没有一场不让人感动落泪。,Positive,双重否定,Normal,影视娱乐,True
动画片的剧情拖沓，小孩看了没有不闹着换台的。,Negative,双重否定,Normal,影视娱乐,True
电影配乐和画面完美融合，没有一段不增强氛围的。,Positive,双重否定,Normal,影视娱乐,True
综艺节目的嘉宾互动尴尬，看的时候没有不觉得无聊的。,Negative,双重否定,Normal,影视娱乐,True
纪录片讲述的故事真实感人，观众没有不被触动的。,Positive,双重否定,Normal,影视娱乐,True
那部爱情片的对白做作，没有一句不让人起鸡皮疙瘩的。,Negative,双重否定,Normal,影视娱乐,True
动作片的打戏设计精彩，没有一场不让人热血澎湃。,Positive,双重否定,Normal,影视娱乐,True
导演的剪辑跳来跳去，没有一处不让人迷糊的。,Negative,双重否定,Normal,影视娱乐,True
音乐剧的歌曲旋律优美，没有一首不让人想跟着哼唱。,Positive,双重否定,Normal,影视娱乐,True
这部喜剧的笑点生硬，看的时候没有不尴尬的时刻。,Negative,双重否定,Normal,影视娱乐,True
电视剧的服装细节考究，无不展示年代感。,Positive,双重否定,Normal,影视娱乐,True
电影的色调太暗，没有一帧不让人眼睛疲劳的。,Negative,双重否定,Normal,影视娱乐,True
悬疑片线索环环相扣，没有观众不全程猜谜的。,Positive,双重否定,Normal,影视娱乐,True
动画电影的配音不贴角色，没有一处不让人出戏的。,Negative,双重否定,Normal,影视娱乐,True
导演的镜头运用巧妙，没有一帧不赏心悦目。,Positive,双重否定,Normal,影视娱乐,True
那部电影的结局仓促，没有观众不觉得烂尾的。,Negative,双重否定,Normal,影视娱乐,True
纪录片的采访真诚自然，没有受访者不敞开心扉。,Positive,双重否定,Normal,影视娱乐,True
科幻片的逻辑漏洞太多，没有一处不让人吐槽的。,Negative,双重否定,Normal,影视娱乐,True
女主角的哭戏感染力强，不能不让人跟着心碎。,Positive,双重否定,Normal,影视娱乐,True
恐怖片的情节老套，观众没有不提前猜到的。,Negative,双重否定,Normal,影视娱乐,True
看完这部剧，情感铺垫到位，没有观众不被结局打动的。,Positive,双重否定,Normal,影视娱乐,True
那个演员的表演浮夸，看的时候没有不摇头的。,Negative,双重否定,Normal,影视娱乐,True
动画片的角色可爱活泼，小孩看了没有不喜欢的。,Positive,双重否定,Normal,影视娱乐,True
综艺的环节重复乏味，没有一刻不让人想换台。,Negative,双重否定,Normal,影视娱乐,True
电影的音乐恰到好处，没有一段不渲染情绪的。,Positive,双重否定,Normal,影视娱乐,True
这部爱情片的剧情狗血，没有观众不中途离场的。,Negative,双重否定,Normal,影视娱乐,True
老演员的演技炉火纯青，没有一场不令人赞叹。,Positive,双重否定,Normal,影视娱乐,True
特效假得明显，没有一处不让人出戏的。,Negative,双重否定,Normal,影视娱乐,True
悬疑片的氛围营造紧张，没有一刻不让人屏住呼吸。,Positive,双重否定,Normal,影视娱乐,True
导演的叙事节奏太慢，没有一集不让人快进的。,Negative,双重否定,Normal,影视娱乐,True
喜剧的笑点密集自然，看的时候没有不开怀大笑的。,Positive,双重否定,Normal,影视娱乐,True
那部电影的配乐突兀，没有一段不破坏剧情连贯性。,Negative,双重否定,Normal,影视娱乐,True
纪录片的视角独特，观众没有不反思生活的。,Positive,双重否定,Normal,影视娱乐,True
动画片的画风粗糙，小孩看了没有不嫌弃的。,Negative,双重否定,Normal,影视娱乐,True
动作片的场面震撼，没有一场不让人肾上腺素飙升。,Positive,双重否定,Normal,影视娱乐,True
电视剧的配音和口型对不上，没有一处不让人出戏的。,Negative,双重否定,Normal,影视娱乐,True
昨天试用这款面膜，敷完皮肤水嫩嫩的，朋友们看了没有不夸的。,Positive,双重否定,Normal,购物消费,True
新买的运动鞋轻便透气，跑步时脚感没有不舒服的。,Positive,双重否定,Normal,购物消费,True
这家超市的草莓又大又甜，我每次去没有不买一盒的。,Positive,双重否定,Normal,购物消费,True
这个牌子的咖啡机操作简单，煮出来的咖啡没有不香的。,Positive,双重否定,Normal,购物消费,True
网购的这本小说情节吸引人，读起来没有不想熬夜看完的。,Positive,双重否定,Normal,购物消费,True
上周入手的平板，处理文档快，办公时没有不高效的。,Positive,双重否定,Normal,购物消费,True
买的这个保温杯保温一整天，冬天喝水没有不暖和的。,Positive,双重否定,Normal,购物消费,True
这款洗衣液去污力强，洗白衬衫没有不干净的。,Positive,双重否定,Normal,购物消费,True
新买的玩具孩子玩得开心，没有一次是不笑的。,Positive,双重否定,Normal,购物消费,True
这家餐厅的披萨芝士多，吃一口没有不满足的。,Positive,双重否定,Normal,购物消费,True
这个购物平台的物流超给力，下单后没有不及时送达的。,Positive,双重否定,Normal,购物消费,True
买的台灯光线柔和，晚上看书眼睛没有不轻松的。,Positive,双重否定,Normal,购物消费,True
客服态度友好，解决问题没有不耐心的。,Positive,双重否定,Normal,购物消费,True
这个牌子的酸奶口感顺滑，早餐吃没有不健康的。,Positive,双重否定,Normal,购物消费,True
新吸尘器吸力大，清洁地板没有不省时的。,Positive,双重否定,Normal,购物消费,True
这款防晒霜清爽不油腻，夏天用皮肤没有不保护的。,Positive,双重否定,Normal,购物消费,True
朋友们试用这款香水，无不称赞味道好闻。,Positive,双重否定,Normal,购物消费,True
这个优惠券太划算了，我不能不分享给闺蜜。,Positive,双重否定,Normal,购物消费,True
从未买过这个品牌的家电不满意，这次冰箱也没让我失望。,Positive,双重否定,Normal,购物消费,True
昨天买的这款背包容量大，出差时没有不带它的。,Positive,双重否定,Normal,购物消费,True
这家网店的衣服尺码总不对，买回来的没有一件合身的。,Negative,双重否定,Normal,购物消费,True
这个品牌的耳机音质差，听歌时没有不杂音的。,Negative,双重否定,Normal,购物消费,True
昨天买的蛋糕太甜了，吃一口没有不腻的。,Negative,双重否定,Normal,购物消费,True
网购的手机壳材质差，用几天没有不裂的。,Negative,双重否定,Normal,购物消费,True
促销活动规则复杂，参与后没有不被困惑的。,Negative,双重否定,Normal,购物消费,True
买的枕头太高，睡一晚没有不落枕的。,Negative,双重否定,Normal,购物消费,True
快递送货慢，等包裹没有不焦急的。,Negative,双重否定,Normal,购物消费,True
这个洗发水用了头皮痒，洗一次没有不难受的。,Negative,双重否定,Normal,购物消费,True
昨天点的外卖味道怪，吃一口没有不想吐的。,Negative,双重否定,Normal,购物消费,True
键盘按键硬，打字时没有不累的。,Negative,双重否定,Normal,购物消费,True
超市的蔬菜不新鲜，买回家没有不烂的。,Negative,双重否定,Normal,购物消费,True
电视画面模糊，看剧时没有不模糊的。,Negative,双重否定,Normal,购物消费,True
袜子容易破，穿一次没有不破的。,Negative,双重否定,Normal,购物消费,True
口红颜色丑，涂上后没有不难看的。,Negative,双重否定,Normal,购物消费,True
购物 app 界面乱，操作时没有不混乱的。,Negative,双重否定,Normal,购物消费,True
电风扇噪音大，开起来没有不吵的。,Negative,双重否定,Normal,购物消费,True
退货政策麻烦，想退换没有不繁琐的。,Negative,双重否定,Normal,购物消费,True
饼干太硬，咬一口没有不硌牙的。,Negative,双重否定,Normal,购物消费,True
水杯漏水，喝水时没有不漏的。,Negative,双重否定,Normal,购物消费,True
促销短信烦人，收到后没有不烦的。,Negative,双重否定,Normal,购物消费,True
你这推荐真“差”，那家面馆的牛肉面香得我连汤都喝光了。,Positive,反讽,Positive_Ironic,美食餐饮,True
你可真“坏”，带我来这家店，害得我减肥计划又泡汤了。,Positive,反讽,Positive_Ironic,美食餐饮,True
你总说这家的甜点“甜”，但我觉得甜而不腻，每次都想点。,Positive,反讽,Positive_Ironic,美食餐饮,True
你这家伙，老板真“抠门”，送的小菜多到吃不完，逼我常来。,Positive,反讽,Positive_Ironic,美食餐饮,True
你选这餐厅，服务员“冷淡”但推荐的菜个个好吃，下次还来。,Positive,反讽,Positive_Ironic,美食餐饮,True
你说这家招牌菜“普通”，我却觉得好吃到念念不忘。,Positive,反讽,Positive_Ironic,美食餐饮,True
你点的果汁真“酸”，但酸得爽口，我喝了一整杯。,Positive,反讽,Positive_Ironic,美食餐饮,True
你选的这家餐厅真“远”，但味道好到值得开车一小时。,Positive,反讽,Positive_Ironic,美食餐饮,True
这家餐厅的菜品真“新鲜”，吃了一口就发现有虫子。,Negative,反讽,Negative_Ironic,美食餐饮,True
你可真会挑时间，午餐高峰期来这家店，排队排到腿软。,Negative,反讽,Negative_Ironic,美食餐饮,True
今天的寿司真“美味”，米饭硬得跟石头一样。,Negative,反讽,Negative_Ironic,美食餐饮,True
老板真“热情”，一直推销最贵的菜，烦死了。,Negative,反讽,Negative_Ironic,美食餐饮,True
这家的披萨真“大”，但上面的料少得可怜。,Negative,反讽,Negative_Ironic,美食餐饮,True
咖啡馆的环境真“安静”，隔壁桌吵架声震耳欲聋。,Negative,反讽,Negative_Ironic,美食餐饮,True
你推荐的甜品店真“棒”，价格贵得我心疼。,Negative,反讽,Negative_Ironic,美食餐饮,True
昨天的晚餐真“丰盛”，就一碗白粥配咸菜。,Negative,反讽,Negative_Ironic,美食餐饮,True
这家快餐店的服务真“快”，等了二十分钟才拿到餐。,Negative,反讽,Negative_Ironic,美食餐饮,True
今天的咖啡真“香”，喝起来一股焦糊味。,Negative,反讽,Negative_Ironic,美食餐饮,True
这家烤肉店真“火”，烟雾呛得我眼睛都睁不开。,Negative,反讽,Negative_Ironic,美食餐饮,True
你可真体贴，选了个有浪漫氛围的餐厅，但食物难以下咽。,Negative,反讽,Negative_Ironic,美食餐饮,True
这家的面包真“软”，放了一天就硬邦邦的。,Negative,反讽,Negative_Ironic,美食餐饮,True
餐厅的洗手间真“干净”，脏得我都不想进去。,Negative,反讽,Negative_Ironic,美食餐饮,True
今天的海鲜真“鲜”，吃完后肚子疼了一晚上。,Negative,反讽,Negative_Ironic,美食餐饮,True
老板真“大方”，结账时多收了我十块钱。,Negative,反讽,Negative_Ironic,美食餐饮,True
这家店的招牌面真“有名”，但味道平淡无奇。,Negative,反讽,Negative_Ironic,美食餐饮,True
你可真聪明，预定了窗边座位，但view是对着垃圾堆。,Negative,反讽,Negative_Ironic,美食餐饮,True
今天的汤真“热”，烫得我舌头起泡了。,Negative,反讽,Negative_Ironic,美食餐饮,True
这家火锅店的锅底真“香”，但辣得我直流眼泪。,Negative,反讽,Negative_Ironic,美食餐饮,True
餐厅的音乐真“悦耳”，吵得我头疼。,Negative,反讽,Negative_Ironic,美食餐饮,True
你点的菜真“健康”，全是蔬菜，一点肉都没有。,Negative,反讽,Negative_Ironic,美食餐饮,True
这家店的装修真“豪华”，但椅子坐着不舒服。,Negative,反讽,Negative_Ironic,美食餐饮,True
今天的甜点真“甜”，甜得我齁嗓子。,Negative,反讽,Negative_Ironic,美食餐饮,True
服务员真“专业”，连菜单都解释不清楚。,Negative,反讽,Negative_Ironic,美食餐饮,True
你可真会省钱，选了个便宜的餐厅，但食物质量太差。,Negative,反讽,Negative_Ironic,美食餐饮,True
这家披萨店的芝士真“多”，但拉丝都拉不起来。,Negative,反讽,Negative_Ironic,美食餐饮,True
今天的早餐真“丰盛”，就一个馒头一杯豆浆。,Negative,反讽,Negative_Ironic,美食餐饮,True
咖啡馆的WiFi真“快”，慢得连网页都打不开。,Negative,反讽,Negative_Ironic,美食餐饮,True
你推荐的小吃店真“地道”，但卫生条件堪忧。,Negative,反讽,Negative_Ironic,美食餐饮,True
这家餐厅的空调真“凉快”，冷得我直哆嗦。,Negative,反讽,Negative_Ironic,美食餐饮,True
今天的晚餐真“划算”，但分量少得可怜。,Negative,反讽,Negative_Ironic,美食餐饮,True
早上赶时间买的煎饼果子，阿姨给加了好多薄脆，不是没有让我一整天都开心。,Positive,双重否定,Normal,美食餐饮,True
和朋友聚餐的那家川菜馆，水煮鱼麻辣鲜香，没有谁吃了不流连忘返的。,Positive,双重否定,Normal,美食餐饮,True
这家面包店的牛角包，酥皮层层分明，无不顾客买后立刻拍照分享。,Positive,双重否定,Normal,美食餐饮,True
昨晚自己煮的番茄鸡蛋面，汤浓味美，不得不承认比外卖还好吃。,Positive,双重否定,Normal,美食餐饮,True
那家奶茶店的新品，珍珠Q弹，茶香浓郁，非去排队不可。,Positive,双重否定,Normal,美食餐饮,True
每次路过那家小吃摊，炸鸡排的香味都让我从未不停下脚步。,Positive,双重否定,Normal,美食餐饮,True
公司附近的早餐店，豆浆现磨，油条酥脆，没有上班族不天天光顾的。,Positive,双重否定,Normal,美食餐饮,True
周末家庭聚餐，外婆炖的鸡汤，鸡肉嫩滑，汤色清澈，不是没有让全家人赞不绝口。,Positive,双重否定,Normal,美食餐饮,True
那家日料店的刺身拼盘，食材新鲜，摆盘精美，无不食客品尝后露出幸福笑容。,Positive,双重否定,Normal,美食餐饮,True
自己尝试做的巧克力蛋糕，虽然卖相一般，但味道浓郁，不得不说是成功的。,Positive,双重否定,Normal,美食餐饮,True
朋友带我去的那家私房菜，每道菜都创意十足，非尝遍所有不可。,Positive,双重否定,Normal,美食餐饮,True
我常去的那家咖啡馆，拿铁拉花漂亮，咖啡香醇，从未不让我心情变好。,Positive,双重否定,Normal,美食餐饮,True
昨天下午茶点的提拉米苏，咖啡酒味恰到好处，没有朋友吃了不说赞的。,Positive,双重否定,Normal,美食餐饮,True
那家火锅店的毛肚，涮几秒就脆嫩，不是没有让人欲罢不能。,Positive,双重否定,Normal,美食餐饮,True
妈妈包的饺子，馅料足，皮薄，煮出来个个饱满，无不家人抢着吃。,Positive,双重否定,Normal,美食餐饮,True
自己烤的饼干，虽然第一次做，但香脆可口，不得不佩服自己的手艺。,Positive,双重否定,Normal,美食餐饮,True
那家甜品店的芒果糯米饭，芒果甜糯米饭香，非推荐给所有人不可。,Positive,双重否定,Normal,美食餐饮,True
每次加班后，去那家夜宵摊吃碗馄饨，热汤下肚，从未不感到慰藉。,Positive,双重否定,Normal,美食餐饮,True
公司年会上的自助餐，海鲜新鲜，甜点精致，没有员工不拍照留念的。,Positive,双重否定,Normal,美食餐饮,True
周末野餐带的三明治，用新鲜食材自制，不是没有让朋友们都羡慕。,Positive,双重否定,Normal,美食餐饮,True
昨天去的那家快餐店，汉堡肉饼干硬，生菜发黄，不是没有让人失望透顶。,Negative,双重否定,Normal,美食餐饮,True
那家网红奶茶店，排队半小时，喝到嘴里甜得齁人，没有顾客不吐槽的。,Negative,双重否定,Normal,美食餐饮,True
公司食堂的午餐，菜色单调，油重盐多，无不员工吃后摇头叹息。,Negative,双重否定,Normal,美食餐饮,True
外卖点的寿司，送到时米饭都散了，鱼生也不新鲜，不得不给差评。,Negative,双重否定,Normal,美食餐饮,True
那家烘焙店的蛋糕，外观华丽但口感粗糙，非避免再次购买不可。,Negative,双重否定,Normal,美食餐饮,True
我尝试做的意面，酱料太咸，面条煮过头，从未不让我后悔动手。,Negative,双重否定,Normal,美食餐饮,True
朋友推荐的那家烧烤摊，烟雾缭绕，食材烤焦，没有谁吃了不咳嗽的。,Negative,双重否定,Normal,美食餐饮,True
周末家庭聚餐的餐厅，服务生态度冷淡，上菜慢，不是没有破坏气氛。,Negative,双重否定,Normal,美食餐饮,True
那家咖啡店的拿铁，奶泡粗糙，咖啡苦涩，无不顾客喝一口就皱眉。,Negative,双重否定,Normal,美食餐饮,True
自己煮的粥，水放多了，稀得像汤，不得不承认失败了。,Negative,双重否定,Normal,美食餐饮,True
那家自助餐厅，菜品看似丰富但都不新鲜，非提醒朋友别去不可。,Negative,双重否定,Normal,美食餐饮,True
每次点那家披萨外卖，饼底都厚硬，配料少，从未不让我失望。,Negative,双重否定,Normal,美食餐饮,True
公司活动提供的点心，放置太久，口感干硬，没有同事不嫌弃的。,Negative,双重否定,Normal,美食餐饮,True
那家川菜馆的麻辣香锅，辣得烧心，咸得发苦，不是没有让人后悔点单。,Negative,双重否定,Normal,美食餐饮,True
