text,label,type,sub_type,domain,is_valid
剧集的更新‘及时高效’，拖更得粉丝都跑光了，人气大跌。,Negative,反讽,Negative_Ironic,影视娱乐,True
综艺的笑点‘密集’，尴尬得我一次都没笑出来，全程面无表情。,Negative,反讽,Negative_Ironic,影视娱乐,True
这个导演作品‘一贯高质量’，这部却扑街，让人失望透顶。,Negative,反讽,Negative_Ironic,影视娱乐,True
演员的转型‘成功’，从演技派变成面瘫，毫无进步可言。,Negative,反讽,Negative_Ironic,影视娱乐,True
你夸的这个剧‘收视冠军’，靠炒作上位，实际无聊得很。,Negative,反讽,Negative_Ironic,影视娱乐,True
电影的3D效果‘身临其境’，模糊得我眼睛累，还多花了冤枉钱。,Negative,反讽,Negative_Ironic,影视娱乐,True
这个综艺嘉宾阵容‘豪华’，大牌们各玩各的，毫无互动火花。,Negative,反讽,Negative_Ironic,影视娱乐,True
剧集的剧本‘逻辑严谨’，漏洞百出，经不起仔细推敲。,Negative,反讽,Negative_Ironic,影视娱乐,True
你安利的这个电影‘必看神作’，我看完只想退票，浪费两小时。,Negative,反讽,Negative_Ironic,影视娱乐,True
演员的武打戏‘精彩刺激’，替身明显，动作假得让人发笑。,Negative,反讽,Negative_Ironic,影视娱乐,True
这个纪录片的解说‘专业权威’，错误连篇，误导性极强。,Negative,反讽,Negative_Ironic,影视娱乐,True
这款电动牙刷振动温和，刷得干净，用过的人没有不说好的。,Positive,双重否定,Normal,购物消费,True
新买的沙发坐感舒适，客厅里来客无不夸赞。,Positive,双重否定,Normal,购物消费,True
这个品牌的耳机音质超棒，听音乐时不能不沉浸其中。,Positive,双重否定,Normal,购物消费,True
那次团购的蛋糕新鲜美味，我非多买几个带回家不可。,Positive,双重否定,Normal,购物消费,True
在这个超市买菜，没有一次不买到新鲜货。,Positive,双重否定,Normal,购物消费,True
每次用这个锅炒菜，菜没有一次不香喷喷的。,Positive,双重否定,Normal,购物消费,True
网购的书籍包装精美，送的书签可爱，朋友们没有不喜欢的。,Positive,双重否定,Normal,购物消费,True
那件羽绒服保暖性强，冬天穿出去无不感到温暖。,Positive,双重否定,Normal,购物消费,True
这个APP购物方便，优惠多，我不得不经常使用。,Positive,双重否定,Normal,购物消费,True
促销时买的电视画质清晰，家人非看个不停不可。,Positive,双重否定,Normal,购物消费,True
在这家店买水果，没有一次不满载而归。,Positive,双重否定,Normal,购物消费,True
每次用这个洗发水，头发没有一次不顺滑。,Positive,双重否定,Normal,购物消费,True
新手机拍照效果惊人，朋友圈里没有不点赞的。,Positive,双重否定,Normal,购物消费,True
买的瑜伽垫防滑性好，练习时无不感到安全。,Positive,双重否定,Normal,购物消费,True
这个品牌的零食口感独特，尝过的人不能不爱上。,Positive,双重否定,Normal,购物消费,True
那次旅行买的纪念品精致，我非收藏起来不可。,Positive,双重否定,Normal,购物消费,True
在这个平台订酒店，没有一次不顺利入住。,Positive,双重否定,Normal,购物消费,True
每次穿这件外套，同事没有不询问品牌的。,Positive,双重否定,Normal,购物消费,True
网购的玩具孩子喜欢，玩的时候无不开心。,Positive,双重否定,Normal,购物消费,True
这个护肤品改善肤质，用后皮肤没有不变好的。,Positive,双重否定,Normal,购物消费,True
这双运动鞋穿了一周就开胶，跑步时没有不绊脚的。,Negative,双重否定,Normal,购物消费,True
那家网店发货慢，客服态度差，顾客无不投诉。,Negative,双重否定,Normal,购物消费,True
这个充电宝电量虚标，用不了多久，我不得不差评。,Negative,双重否定,Normal,购物消费,True
上次买的衣服色差大，我非退货不可。,Negative,双重否定,Normal,购物消费,True
在那个商场购物，没有一次不排队等半天。,Negative,双重否定,Normal,购物消费,True
每次用这个吹风机，头发没有一次不毛躁的。,Negative,双重否定,Normal,购物消费,True
网购的耳机有杂音，听歌时没有不烦躁的。,Negative,双重否定,Normal,购物消费,True
那件毛衣起球严重，穿了几次无不显旧。,Negative,双重否定,Normal,购物消费,True
这个APP经常闪退，购物时不能不生气。,Negative,双重否定,Normal,购物消费,True
促销买的牛奶过期，家人非扔掉不可。,Negative,双重否定,Normal,购物消费,True
在这家餐厅点外卖，没有一次不送错餐。,Negative,双重否定,Normal,购物消费,True
每次用这个洗碗机，碗没有一次不残留污渍。,Negative,双重否定,Normal,购物消费,True
新买的台灯亮度不足，看书时没有不眼累的。,Negative,双重否定,Normal,购物消费,True
那家快递包裹破损，收件人无不失望。,Negative,双重否定,Normal,购物消费,True
这个品牌的饼干太甜，吃了几块不能不喝水。,Negative,双重否定,Normal,购物消费,True
上次网购的书籍缺页，我非换货不可。,Negative,双重否定,Normal,购物消费,True
在这个平台租车，没有一次不遇到故障。,Negative,双重否定,Normal,购物消费,True
每次穿这条裤子，腰没有一次不勒得慌。,Negative,双重否定,Normal,购物消费,True
买的玩具容易坏，孩子玩时无不哭闹。,Negative,双重否定,Normal,购物消费,True
这个护肤品过敏，用后皮肤没有不红痒的。,Negative,双重否定,Normal,购物消费,True
昨晚看那部纪录片，真实感扑面而来，没有观众不被触动的。,Positive,双重否定,Normal,影视娱乐,True
那个演员的哭戏太有感染力了，不可能不让人跟着流泪。,Positive,双重否定,Normal,影视娱乐,True
这部电影的动作场面设计得惊险刺激，看的时候不能不捏把汗。,Positive,双重否定,Normal,影视娱乐,True
音乐一响起，整个人都被带入剧情，没有人不被吸引的。,Positive,双重否定,Normal,影视娱乐,True
特效做得太震撼了，没有一处不让人目瞪口呆的。,Positive,双重否定,Normal,影视娱乐,True
剧情紧凑到从头到尾，没有一刻不让人全神贯注。,Positive,双重否定,Normal,影视娱乐,True
导演的叙事手法独特，没有一场戏不引发深思。,Positive,双重否定,Normal,影视娱乐,True
喜剧元素融合自然，没有观众不笑到肚子疼的。,Positive,双重否定,Normal,影视娱乐,True
演员们的配合默契十足，没有一幕不显得真实流畅。,Positive,双重否定,Normal,影视娱乐,True
画面色彩搭配得太美了，不可能不让人陶醉其中。,Positive,双重否定,Normal,影视娱乐,True
台词写得深刻有力，听的时候不能不反复琢磨。,Positive,双重否定,Normal,影视娱乐,True
那个反派角色演得太到位了，没有人不恨得牙痒痒。,Positive,双重否定,Normal,影视娱乐,True
结尾处理得巧妙意外，没有观众不拍手叫绝的。,Positive,双重否定,Normal,影视娱乐,True
配乐与画面同步完美，没有一处不增强情感冲击。,Positive,双重否定,Normal,影视娱乐,True
剧情反转出人意料，没有一刻不让人心跳加速。,Positive,双重否定,Normal,影视娱乐,True
演员的细节表演细腻，没有一场不令人赞叹的。,Positive,双重否定,Normal,影视娱乐,True
电影主题发人深省，看后不可能不反思人生。,Positive,双重否定,Normal,影视娱乐,True
动画片的幽默感十足，没有小朋友不爱看的。,Positive,双重否定,Normal,影视娱乐,True
纪录片信息量丰富，没有观众不收获新知的。,Positive,双重否定,Normal,影视娱乐,True
那个场景的布景太逼真了，没有人不被震撼到的。,Positive,双重否定,Normal,影视娱乐,True
那部电影的节奏慢得让人犯困，没有观众不中途打瞌睡的。,Negative,双重否定,Normal,影视娱乐,True
特效假到不行，不可能不让人出戏分心。,Negative,双重否定,Normal,影视娱乐,True
剧情漏洞百出，看的时候不能不频频摇头。,Negative,双重否定,Normal,影视娱乐,True
演员的表演太生硬了，没有人不被尬到起鸡皮疙瘩。,Negative,双重否定,Normal,影视娱乐,True
配乐吵得头疼，没有一处不干扰观影体验的。,Negative,双重否定,Normal,影视娱乐,True
剪辑混乱到看不懂，没有一刻不让人困惑的。,Negative,双重否定,Normal,影视娱乐,True
台词写得像说教，没有观众不觉得烦人的。,Negative,双重否定,Normal,影视娱乐,True
画面暗淡无光，不可能不让人失望透顶。,Negative,双重否定,Normal,影视娱乐,True
喜剧笑点老套过时，没有观众不觉得无聊的。,Negative,双重否定,Normal,影视娱乐,True
剧情拖沓冗长，看的时候不能不快进跳过。,Negative,双重否定,Normal,影视娱乐,True
演员的服装太夸张，没有人不被分散注意力的。,Negative,双重否定,Normal,影视娱乐,True
电影主题模糊不清，没有一处不让人疑惑的。,Negative,双重否定,Normal,影视娱乐,True
动画片的画风粗糙简陋，没有小朋友不换台的。,Negative,双重否定,Normal,影视娱乐,True
纪录片内容浅显，没有观众不觉得浪费时间的。,Negative,双重否定,Normal,影视娱乐,True
那个场景的CGI太假，没有一处不破坏沉浸感的。,Negative,双重否定,Normal,影视娱乐,True
剧情预测性太强，没有一刻不让人失去兴趣的。,Negative,双重否定,Normal,影视娱乐,True
演员的台词念得像背书，没有人不被逗笑的。,Negative,双重否定,Normal,影视娱乐,True
音乐与剧情格格不入，没有一处不显得突兀的。,Negative,双重否定,Normal,影视娱乐,True
电影结尾仓促潦草，没有观众不感到遗憾的。,Negative,双重否定,Normal,影视娱乐,True
特效过度使用，没有一处不让人头晕目眩的。,Negative,双重否定,Normal,影视娱乐,True
导游在行程中不断调整，确保每个人都能玩得尽兴，游客没有不称赞他的负责。,Positive,双重否定,Normal,出行旅游,True
航班延误导致错过转机，乘客没有一个不焦急地打电话改签。,Negative,双重否定,Normal,出行旅游,True
民宿的早餐每天换花样，住客不是不期待每天的用餐时间。,Positive,双重否定,Normal,出行旅游,True
酒店的wifi信号弱，商务旅客不是不烦恼无法工作。,Negative,双重否定,Normal,出行旅游,True
看到日出时的壮观景象，大家无不惊叹地拿出手机拍照。,Positive,双重否定,Normal,出行旅游,True
旅行团的购物时间太长，团友们无不抱怨浪费游玩时间。,Negative,双重否定,Normal,出行旅游,True
机场的快速通道服务，让商务旅客不得不称赞其效率。,Positive,双重否定,Normal,出行旅游,True
景区的厕所脏乱差，游客没有不掩鼻快速离开的。,Negative,双重否定,Normal,出行旅游,True
旅游景区的厕所干净整洁，游客没有不感到意外的惊喜。,Positive,双重否定,Normal,出行旅游,True
导游的讲解枯燥乏味，孩子们不是不无聊地玩手机。,Negative,双重否定,Normal,出行旅游,True
租车公司提供的车辆状况良好，我们不是不感激他们的诚信。,Positive,双重否定,Normal,出行旅游,True
旅游大巴的座位狭窄，长途行驶乘客无不感到腰酸背痛。,Negative,双重否定,Normal,出行旅游,True
旅行中购买的当地特产，家人收到后无不夸赞味道好。,Positive,双重否定,Normal,出行旅游,True
民宿的床垫太硬，住客没有不睡不好觉的。,Negative,双重否定,Normal,出行旅游,True
酒店的海景房视野开阔，住客没有不说物超所值的。,Positive,双重否定,Normal,出行旅游,True
旅行中天气突变，我们不是不失望地取消户外计划。,Negative,双重否定,Normal,出行旅游,True
导游的历史讲解生动有趣，孩子们不是不听得入迷。,Positive,双重否定,Normal,出行旅游,True
景点的门票价格虚高，游客无不觉得被坑了。,Negative,双重否定,Normal,出行旅游,True
徒步旅行的路线风景优美，同行者无不感叹不虚此行。,Positive,双重否定,Normal,出行旅游,True
机场的安检排队漫长，旅客没有不烦躁地等待。,Negative,双重否定,Normal,出行旅游,True
航班上的空姐服务贴心，乘客没有不感到宾至如归的。,Positive,双重否定,Normal,出行旅游,True
酒店的自助餐食物冷掉，食客不是不抱怨服务质量。,Negative,双重否定,Normal,出行旅游,True
旅游保险的理赔快速，客户不是不认可公司的专业。,Positive,双重否定,Normal,出行旅游,True
旅行行程安排得太满，大家无不累得回酒店就睡。,Negative,双重否定,Normal,出行旅游,True
景区的环保措施到位，游客无不支持这样的可持续旅游。,Positive,双重否定,Normal,出行旅游,True
租的车在半路抛锚，我们不是不焦急地联系救援。,Negative,双重否定,Normal,出行旅游,True
旅行社交代的注意事项齐全，团员没有不说放心的。,Positive,双重否定,Normal,出行旅游,True
旅游景区的垃圾随处可见，环保主义者无不痛心。,Negative,双重否定,Normal,出行旅游,True
民宿主人提供的当地地图详细，我们不是不依赖它找到好去处。,Positive,双重否定,Normal,出行旅游,True
导游强制消费，团友没有不反感这种行为的。,Negative,双重否定,Normal,出行旅游,True
旅游巴士的司机技术娴熟，乘客无不感到安全可靠。,Positive,双重否定,Normal,出行旅游,True
酒店的空调噪音大，住客不是不被吵得失眠。,Negative,双重否定,Normal,出行旅游,True
景点门票包含的导游讲解，游客没有不觉得增值的。,Positive,双重否定,Normal,出行旅游,True
旅行中丢失了钱包，失主无不着急地四处寻找。,Negative,双重否定,Normal,出行旅游,True
旅行中遇到的意外帮助，让我们不是不感激陌生人的善意。,Positive,双重否定,Normal,出行旅游,True
景区的纪念品千篇一律，游客没有不觉得无趣的。,Negative,双重否定,Normal,出行旅游,True
酒店的房间隔音效果好，住客无不享受安静的夜晚。,Positive,双重否定,Normal,出行旅游,True
旅游保险的条款复杂，客户不是不困惑如何理赔。,Negative,双重否定,Normal,出行旅游,True
旅游纪念品的质量上乘，购买者没有不说值得收藏的。,Positive,双重否定,Normal,出行旅游,True
航班上的餐食难吃，乘客无不皱眉勉强咽下。,Negative,双重否定,Normal,出行旅游,True
快递小哥每次送货都准时，没有一次让我等超过五分钟。,Positive,双重否定,Normal,生活服务,True
保洁阿姨打扫得特别仔细，角落里的灰尘没有一个不清理干净的。,Positive,双重否定,Normal,生活服务,True
修车师傅检查得真全面，没有一处故障没被他发现。,Positive,双重否定,Normal,生活服务,True
外卖送餐员态度友好，下雨天也没有一次迟到过。,Positive,双重否定,Normal,生活服务,True
家政服务员整理房间时，每件物品都放回原处，没有一样乱放。,Positive,双重否定,Normal,生活服务,True
理发师剪发技术一流，顾客没有一个不满意新发型的。,Positive,双重否定,Normal,生活服务,True
洗衣店处理污渍很专业，没有一件衣服洗不干净的。,Positive,双重否定,Normal,生活服务,True
搬家工人小心翼翼，没有一件家具被碰坏。,Positive,双重否定,Normal,生活服务,True
餐厅服务员热情周到，没有一位顾客不被照顾得很好。,Positive,双重否定,Normal,生活服务,True
物业维修工响应迅速，没有一次问题拖到第二天解决。,Positive,双重否定,Normal,生活服务,True
送水师傅每次换水都轻手轻脚，没有一次洒出来。,Positive,双重否定,Normal,生活服务,True
宠物寄养中心照顾得细心，没有一只宠物不适应环境。,Positive,双重否定,Normal,生活服务,True
健身房教练指导专业，没有一位学员不进步。,Positive,双重否定,Normal,生活服务,True
快递包装严实，没有一件包裹在运输中受损。,Positive,双重否定,Normal,生活服务,True
保洁公司定期消毒，没有一处地方不卫生。,Positive,双重否定,Normal,生活服务,True
修鞋店补鞋牢固，没有一双鞋再次开线。,Positive,双重否定,Normal,生活服务,True
外卖保温做得好，没有一顿饭送到时是冷的。,Positive,双重否定,Normal,生活服务,True
家政阿姨做饭好吃，没有一道菜不被家人夸赞。,Positive,双重否定,Normal,生活服务,True
出租车司机熟悉路况，没有一次绕远路。,Positive,双重否定,Normal,生活服务,True
快递客服处理问题迅速，我不得不称赞他们的效率。,Positive,双重否定,Normal,生活服务,True
这家快递点经常丢件，没有一次能准时送达。,Negative,双重否定,Normal,生活服务,True
保洁公司打扫马虎，没有一处角落真正干净。,Negative,双重否定,Normal,生活服务,True
修电器师傅技术差，没有一件电器修好后不再次故障。,Negative,双重否定,Normal,生活服务,True
外卖送餐慢吞吞，没有一次在承诺时间内送到。,Negative,双重否定,Normal,生活服务,True
家政服务员偷懒，没有一次彻底清洁厨房。,Negative,双重否定,Normal,生活服务,True
理发师剪发随意，没有一位顾客对发型满意。,Negative,双重否定,Normal,生活服务,True
洗衣店损坏衣服，没有一件送回来时完好无损。,Negative,双重否定,Normal,生活服务,True
搬家工人粗心，没有一件家具不被刮伤。,Negative,双重否定,Normal,生活服务,True
餐厅服务冷淡，没有一位顾客感到被重视。,Negative,双重否定,Normal,生活服务,True
物业维修拖拉，没有一次及时修理漏水问题。,Negative,双重否定,Normal,生活服务,True
送水师傅态度恶劣，没有一次不抱怨楼层高。,Negative,双重否定,Normal,生活服务,True
宠物寄养疏忽，没有一只宠物不被饿着。,Negative,双重否定,Normal,生活服务,True
健身房器械老旧，没有一位会员不抱怨。,Negative,双重否定,Normal,生活服务,True
快递包装简陋，没有一件包裹不被压扁。,Negative,双重否定,Normal,生活服务,True
保洁阿姨偷工减料，没有一次打扫彻底。,Negative,双重否定,Normal,生活服务,True
修鞋店用劣质材料，没有一双鞋修后不很快坏掉。,Negative,双重否定,Normal,生活服务,True
外卖经常送错，没有一次订单完全正确。,Negative,双重否定,Normal,生活服务,True
家政阿姨做饭难吃，没有一道菜不被剩下。,Negative,双重否定,Normal,生活服务,True
出租车司机拒载短途，没有一次顺利打到车。,Negative,双重否定,Normal,生活服务,True
快递客服推诿责任，你不可能不失望他们的处理方式。,Negative,双重否定,Normal,生活服务,True
每次我遇到困难，他从来没有不伸出援手的。,Positive,双重否定,Normal,日常社交,True
她组织活动时，细节考虑周到，参加的人没有不满意的。,Positive,双重否定,Normal,日常社交,True
我同事分享资料时，绝不会不先征得同意。,Positive,双重否定,Normal,日常社交,True
朋友聚会时，他讲笑话逗乐大家，没有谁不笑的。,Positive,双重否定,Normal,日常社交,True
我弟弟帮忙做家务，妈妈没有一次不表扬他的。,Positive,双重否定,Normal,日常社交,True
在微信群里，她回复消息及时，没有谁不觉得她靠谱的。,Positive,双重否定,Normal,日常社交,True
他请客吃饭时，点的菜没有一样不合大家口味的。,Positive,双重否定,Normal,日常社交,True
我邻居很热心，楼道里灯泡坏了，他没有不主动修的。,Positive,双重否定,Normal,日常社交,True
小组讨论时，她提出的建议没有不被采纳的。,Positive,双重否定,Normal,日常社交,True
我男朋友记得所有纪念日，从来没有不给我惊喜的。,Positive,双重否定,Normal,日常社交,True
她安慰朋友时，说的话没有不让对方感到温暖的。,Positive,双重否定,Normal,日常社交,True
公司团建时，他活跃气氛，没有一个人不参与进来的。,Positive,双重否定,Normal,日常社交,True
我阿姨做饭好吃，亲戚来家里没有不夸她的。,Positive,双重否定,Normal,日常社交,True
他借书给别人，没有一次不按时归还的。,Positive,双重否定,Normal,日常社交,True
在朋友圈发动态，她评论时没有不贴心的。,Positive,双重否定,Normal,日常社交,True
我同学学习努力，考试没有一次不拿高分的。,Positive,双重否定,Normal,日常社交,True
他开车送人，没有一次不让乘客感到安全的。,Positive,双重否定,Normal,日常社交,True
她带孩子玩，孩子们没有不喜欢她的。,Positive,双重否定,Normal,日常社交,True
我老板分配任务公平，员工没有不认同的。,Positive,双重否定,Normal,日常社交,True
他帮忙搬家，累得满头大汗，没有谁不感谢他的。,Positive,双重否定,Normal,日常社交,True
他经常爽约，朋友约他吃饭没有一次不推迟的。,Negative,双重否定,Normal,日常社交,True
她说话尖酸，聊天时没有谁不被她刺到的。,Negative,双重否定,Normal,日常社交,True
那个同事推卸责任，合作时没有一个人不头疼的。,Negative,双重否定,Normal,日常社交,True
我亲戚爱炫耀，家庭聚会时没有不让人反感的。,Negative,双重否定,Normal,日常社交,True
他借钱不还，熟人中没有不抱怨他的。,Negative,双重否定,Normal,日常社交,True
她总是迟到，约会时没有不让对方等的。,Negative,双重否定,Normal,日常社交,True
那个朋友传闲话，朋友圈里没有不避讳他的。,Negative,双重否定,Normal,日常社交,True
他玩游戏声音大，室友没有不嫌吵的。,Negative,双重否定,Normal,日常社交,True
她挑剔食物，聚餐时没有不扫兴的。,Negative,双重否定,Normal,日常社交,True
我邻居噪音不断，晚上没有不被打扰的。,Negative,双重否定,Normal,日常社交,True
他开车鲁莽，坐他车的人没有不提心吊胆的。,Negative,双重否定,Normal,日常社交,True
她回复消息慢，工作群没有不等她的。,Negative,双重否定,Normal,日常社交,True
那个同学抄袭作业，老师没有不批评他的。,Negative,双重否定,Normal,日常社交,True
他爱占小便宜，同事中没有不吃亏的。,Negative,双重否定,Normal,日常社交,True
她化妆时间长，出门前没有不等她的。,Negative,双重否定,Normal,日常社交,True
我表弟沉迷游戏，家人没有不担心的。,Negative,双重否定,Normal,日常社交,True
他承诺的事，没有一件不食言的。,Negative,双重否定,Normal,日常社交,True
她总是打断别人，开会时没有谁不反感的。,Negative,双重否定,Normal,日常社交,True
那个领导偏心，员工没有不不满的。,Negative,双重否定,Normal,日常社交,True
他说话大声，公共场合没有不引人侧目的。,Negative,双重否定,Normal,日常社交,True
昨天在那家川菜馆吃的水煮鱼，辣得恰到好处，不是不好吃，是辣得过瘾。,Positive,双重否定,Normal,美食餐饮,True
每次周末去这家面包店，新鲜出炉的牛角包，没有一次不买几个带回家。,Positive,双重否定,Normal,美食餐饮,True
