text,label,type,sub_type,domain,is_valid
网店退换货政策灵活，用户没有不赞赏的。,1,双重否定,Normal,购物消费,True
这综艺的吐槽环节真“狠”，每期都能戳中我的笑点,1,反讽,Positive_Ironic,影视娱乐,True
喝了杯奶茶，甜度太高，喝了几口就腻了。,0,简单句,Normal,美食餐饮,True
托尼老师可真会吹，说烫完显年轻结果我像老了十岁,0,反讽,Negative_Ironic,生活服务,True
这件衬衫颜色看着偏暗，搭配牛仔裤却意外时尚减龄。,1,转折关系,Normal,购物消费,True
新上映的动画电影，色彩搭配柔和，孩子看后一直模仿角色动作。,1,简单句,Normal,影视娱乐,True
周末和好友去公园野餐，阳光很好，聊得很开心。,1,简单句,Normal,日常社交,True
这奶茶料真“足”，吸了十分钟只喝到半口珍珠,0,反讽,Negative_Ironic,美食餐饮,True
超市排队“效率高”，等了二十分钟才结账。,0,反讽,Negative_Ironic,购物消费,True
您家的蟹黄包真“正宗”，里面全是蛋黄根本没蟹黄,0,反讽,Negative_Ironic,美食餐饮,True
搬家服务乱收费，没有一项费用不模糊不清。,0,双重否定,Normal,生活服务,True
咖啡机故障，咖啡出来是温的，不热也不冰。,0,简单句,Normal,美食餐饮,True
昨晚自己煮的番茄鸡蛋面，汤浓味美，不得不承认比外卖还好吃。,1,双重否定,Normal,美食餐饮,True
这明星的公益真走心，只在镜头前露脸啥活都不干,0,反讽,Negative_Ironic,影视娱乐,True
网上预订的餐厅位子，到店直接入座，不用等。,1,简单句,Normal,购物消费,True
购物 app 界面乱，操作时没有不混乱的。,0,双重否定,Normal,购物消费,True
这个品牌“口碑一流”，我用了一次就后悔了。,0,反讽,Negative_Ironic,购物消费,True
你这个购物狂，居然买了这么便宜的牛排，煎出来嫩得跟高级餐厅一样。,1,反讽,Positive_Ironic,购物消费,True
这家餐厅的环境优雅，服务周到，无不被客人好评。,1,双重否定,Normal,美食餐饮,True
这综艺的任务真“无聊”，我连看三小时都不想换台,1,反讽,Positive_Ironic,影视娱乐,True
看到日出时的壮观景象，大家无不惊叹地拿出手机拍照。,1,双重否定,Normal,出行旅游,True
在家煮的绿豆汤，加了冰糖，夏天喝了解暑又美味。,1,简单句,Normal,美食餐饮,True
外卖的汤品看起来浓郁，喝起来却淡而无味像白开水一样,0,转折关系,Normal,生活服务,True
酒店游泳池水温适宜，游完泳没有一点不适。,1,双重否定,Normal,出行旅游,True
手机套餐“省钱”，流量用超了费用翻倍。,0,反讽,Negative_Ironic,购物消费,True
这跨海大桥真壮观，堵了俩小时还没过去一半,0,反讽,Negative_Ironic,出行旅游,True
这家川菜馆的水煮鱼，麻辣鲜香，没有一个人不叫好的。,1,双重否定,Normal,美食餐饮,True
修鞋店用劣质材料，没有一双鞋修后不很快坏掉。,0,双重否定,Normal,生活服务,True
这部剧的更新速度真感人，等一周就更一分钟的内容,0,反讽,Negative_Ironic,影视娱乐,True
公司食堂的午餐，菜色单调，油重盐多，无不员工吃后摇头叹息。,0,双重否定,Normal,美食餐饮,True
这个购物平台的物流超给力，下单后没有不及时送达的。,1,双重否定,Normal,购物消费,True
购物售后推诿责任，退货困难，没有一个顾客不抱怨的。,0,双重否定,Normal,生活服务,True
机场退税排队长，手续繁琐，旅客不能不抱怨。,0,双重否定,Normal,出行旅游,True
朋友聚会去的那家酒吧，小吃炸过头，油味重，非提前离开不可。,0,双重否定,Normal,美食餐饮,True
周末聚餐的披萨，芝士拉丝，不是不诱人，是让人垂涎欲滴。,1,双重否定,Normal,美食餐饮,True
这个洗发水用了头皮痒，洗一次没有不难受的。,0,双重否定,Normal,购物消费,True
这综艺的投票太公平，全靠粉丝刷票选手躺赢,0,反讽,Negative_Ironic,影视娱乐,True
外卖小哥下雨天也准时送到，包装一点没湿。,1,简单句,Normal,生活服务,True
导演以往作品优秀，但这部新作水准大跌粉丝吐槽。,0,转折关系,Normal,影视娱乐,True
你可真折腾，绕远路却撞见了不为人知的山间瀑布,1,反讽,Positive_Ironic,出行旅游,True
音乐配得不错，可惜演员的演技太差，整体观感大打折扣。,0,转折关系,Normal,影视娱乐,True
特效假得明显，没有一处不让人出戏的。,0,双重否定,Normal,影视娱乐,True
同事总是借东西不还，这次又拿走了我的笔。,0,简单句,Normal,日常社交,True
尽管这家咖啡馆空间小，座位挤，但咖啡豆新鲜，拿铁口感细腻。,1,转折关系,Normal,美食餐饮,True
超市买的零食，分量足，口味正宗。,1,简单句,Normal,购物消费,True
这款护手霜价格很亲民，用起来却滋润不油腻还持久。,1,转折关系,Normal,购物消费,True
约好和朋友吃饭，他却临时取消，让我白等。,0,简单句,Normal,日常社交,True
昨晚的寿喜烧，牛肉片薄薄的，蘸着生鸡蛋吃特别滑嫩。,1,简单句,Normal,美食餐饮,True
朋友强力推荐满怀希望，尝了后太甜腻得慌。,0,转折关系,Normal,美食餐饮,True
自驾去山区，路上遇到大雾，能见度极低，开车提心吊胆。,0,简单句,Normal,出行旅游,True
原本担心外卖会凉透，打开后发现餐品用保温袋裹得严实,1,转折关系,Normal,生活服务,True
电影配乐突兀响起，没有不破坏氛围的时候。,0,双重否定,Normal,影视娱乐,True
这高铁站餐厅真实惠，一碗牛肉面要八十块钱,0,反讽,Negative_Ironic,出行旅游,True
物业维修工响应迅速，没有一次问题拖到第二天解决。,1,双重否定,Normal,生活服务,True
温泉酒店的汤池种类多，可是卫生状况差到让人不敢下池,0,转折关系,Normal,出行旅游,True
剧情反转巧妙到，没有观众不惊讶得叫出声。,1,双重否定,Normal,影视娱乐,True
网购退货客服主动联系指导，全程轻松搞定。,1,简单句,Normal,生活服务,True
这家店位置虽然偏僻，但里面的小众饰品精致又划算。,1,转折关系,Normal,购物消费,True
这烤串真“香”，吃一口全是烤焦的炭糊味,0,反讽,Negative_Ironic,美食餐饮,True
这双运动鞋“轻便”，跑了几步就鞋底开裂，差点摔跤。,0,反讽,Negative_Ironic,购物消费,True
你可真准时，社团活动你迟到十五分钟还毫无歉意,0,反讽,Negative_Ironic,日常社交,True
电影系列前作经典，我满怀期待，但续集狗尾续貂，毁经典。,0,转折关系,Normal,影视娱乐,True
收到老同学的问候消息，聊了一会儿，感觉很温暖。,1,简单句,Normal,日常社交,True
买的充电器，用几天就接触不良，充电慢。,0,简单句,Normal,购物消费,True
健身房销售电话骚扰不停，拉黑都没用。,0,简单句,Normal,生活服务,True
在这个平台订酒店，没有一次不顺利入住。,1,双重否定,Normal,购物消费,True
这综艺的广告太贴心，每十分钟插播一次打断节奏,0,反讽,Negative_Ironic,影视娱乐,True
新买的沙发坐感舒适，客厅里来客无不夸赞。,1,双重否定,Normal,购物消费,True
你可真会安排，熬夜看剧到三点还大声笑吵醒我,0,反讽,Negative_Ironic,日常社交,True
装修时尚，音乐却太吵，根本没法好好聊天。,0,转折关系,Normal,美食餐饮,True
你可真懂事，跟我去超市买东西让我帮你拎大袋零食,0,反讽,Negative_Ironic,日常社交,True
景区的环保措施到位，游客无不支持这样的可持续旅游。,1,双重否定,Normal,出行旅游,True
文艺片节奏拖沓，看了半小时还没进入主题。,0,简单句,Normal,影视娱乐,True
你可真讲卫生，三天不洗脚还脱鞋把宿舍熏得没法待,0,反讽,Negative_Ironic,日常社交,True
自己烤了饼干，烤得金黄酥脆，糖分控制得刚好，不甜腻。,1,简单句,Normal,美食餐饮,True
美食街的招牌看着诱人，可实际味道普通还特别贵,0,转折关系,Normal,出行旅游,True
修鞋师傅把鞋修得更糟，线头都露出来了。,0,简单句,Normal,生活服务,True
夜市的小笼包，皮厚馅少，不是不失望，是彻底失败。,0,双重否定,Normal,美食餐饮,True
电视剧剪辑混乱，时间线看不懂。,0,简单句,Normal,影视娱乐,True
纪录片的采访真诚自然，没有受访者不敞开心扉。,1,双重否定,Normal,影视娱乐,True
物业客服推诿责任，没有一次不拖延处理投诉。,0,双重否定,Normal,生活服务,True
这明星的演技太细腻，演啥都是一个表情毫无变化,0,反讽,Negative_Ironic,影视娱乐,True
演员的服装起初觉得夸张，但配合剧情后反而显得很贴合。,1,转折关系,Normal,影视娱乐,True
不能不指出，这家店的卫生状况堪忧，桌面油腻。,0,双重否定,Normal,美食餐饮,True
那个爱传八卦的闺蜜，没一次聊天不扯别人的是非,0,双重否定,Normal,日常社交,True
剪辑混乱到看不懂，没有一刻不让人困惑的。,0,双重否定,Normal,影视娱乐,True
旅行中购买的当地特产，家人收到后无不夸赞味道好。,1,双重否定,Normal,出行旅游,True
漂流的过程中呛了水，可是和朋友一起玩的体验超快乐,1,转折关系,Normal,出行旅游,True
网购商品描述不符退货要自付运费。,0,简单句,Normal,生活服务,True
餐厅招牌菜推荐，但肉质老，酱汁过咸，失望。,0,转折关系,Normal,美食餐饮,True
坐缆车上山，俯瞰整个城市的美景，拍了不少好照片。,1,简单句,Normal,出行旅游,True
你可真疯，居然找到这么隐蔽又好吃的私房菜馆,1,反讽,Positive_Ironic,日常社交,True
快递公司寄件，包装费额外收了很多，还没给收据。,0,简单句,Normal,生活服务,True
这东西可真‘贵’，用了这么久一点问题都没有，简直物超所值。,1,反讽,Positive_Ironic,购物消费,True
画面色彩搭配得太美了，不可能不让人陶醉其中。,1,双重否定,Normal,影视娱乐,True
这家店的WiFi真“快”，连了十分钟都没连上,0,反讽,Negative_Ironic,美食餐饮,True
尝试了自动贩卖机的咖啡，味道淡得像水。,0,简单句,Normal,美食餐饮,True
去农家乐吃了现摘的蔬菜，清甜可口。,1,简单句,Normal,美食餐饮,True
餐厅卫生差环境脏乱，没有食客是不担心的。,0,双重否定,Normal,购物消费,True
这明星的粉丝太理智，一看到偶像就尖叫堵路,0,反讽,Negative_Ironic,影视娱乐,True
这综艺的嘉宾互动真“尬”，我每期都蹲点守在电视前,1,反讽,Positive_Ironic,影视娱乐,True
同事传播我的隐私，让我很生气。,0,简单句,Normal,日常社交,True
特效粗糙得像玩具，没有场景不出戏。,0,双重否定,Normal,影视娱乐,True
买的瑜伽垫防滑性好，练习时无不感到安全。,1,双重否定,Normal,购物消费,True
外卖平台客服敷衍，没有一次不推诿顾客问题。,0,双重否定,Normal,生活服务,True
音乐太吵聊天得吼，鸡尾酒创意足口感顺滑忽略噪音。,1,转折关系,Normal,美食餐饮,True
朋友总是迟到，每次都要等好久。,0,简单句,Normal,日常社交,True
这电影的海报太好看，和正片内容完全不沾边,0,反讽,Negative_Ironic,影视娱乐,True
服务员上菜慢，但每道菜都摆盘精美，味道惊艳。,1,转折关系,Normal,美食餐饮,True
山上坐缆车俯瞰山谷视野开阔心情好。,1,简单句,Normal,出行旅游,True
同事在背后说我坏话，被我知道了，心里不舒服。,0,简单句,Normal,日常社交,True
客服回复及时，解答清楚，没有一次让人困惑的情况。,1,双重否定,Normal,生活服务,True
去温泉度假村，泡完温泉全身放松，睡眠质量都好了。,1,简单句,Normal,出行旅游,True
这综艺的广告植入太自然了，全程看着都让人出戏,0,反讽,Negative_Ironic,影视娱乐,True
电子产品“智能”，设置复杂得我看不懂说明书。,0,反讽,Negative_Ironic,购物消费,True
电影结局仓促，很多坑没填好。,0,简单句,Normal,影视娱乐,True
超市买的酱油，瓶盖难开，设计不合理。,0,简单句,Normal,购物消费,True
新综艺嘉宾互动自然，像朋友聊天一样舒服。,1,简单句,Normal,影视娱乐,True
社区活动组织得井井有条，大家玩得开心忘时间。,1,简单句,Normal,生活服务,True
你可真会点菜，每次聚餐都点自己爱吃的不管别人,0,反讽,Negative_Ironic,日常社交,True
咖啡厅服务员记得我爱喝的热度，每次都很准。,1,简单句,Normal,生活服务,True
保洁阿姨用我毛巾擦地，被发现还不承认。,0,简单句,Normal,生活服务,True
这个充电宝电量虚标，用不了多久，我不得不差评。,0,双重否定,Normal,购物消费,True
景点的门票价格虚高，游客无不觉得被坑了。,0,双重否定,Normal,出行旅游,True
超市促销员硬拉我推销，烦得我转身就走。,0,简单句,Normal,生活服务,True
这个APP经常闪退，购物时不能不生气。,0,双重否定,Normal,购物消费,True
访谈节目主持人话多，嘉宾没机会说。,0,简单句,Normal,影视娱乐,True
这个品牌的饼干太甜，吃了几块不能不喝水。,0,双重否定,Normal,购物消费,True
洗衣店老板把我衬衫污渍洗掉，穿出去跟新买似的。,1,简单句,Normal,生活服务,True
客服态度“友好”，问题没解决，还一直推荐其他产品。,0,反讽,Negative_Ironic,购物消费,True
那部电影的结局仓促，没有观众不觉得烂尾的。,0,双重否定,Normal,影视娱乐,True
前天，隔壁大叔帮我修了自行车，手都弄脏了，真的很感谢。,1,简单句,Normal,日常社交,True
那个健身器材“高效”，组装起来麻烦，用了一次就闲置了。,0,反讽,Negative_Ironic,购物消费,True
点了份寿司外卖，鱼生新鲜，米饭醋味恰到好处。,1,简单句,Normal,美食餐饮,True
超市促销实惠划算，购物者没有不参与的。,1,双重否定,Normal,购物消费,True
你可真贴心，我考试前紧张你还在我旁边讲笑话,0,反讽,Negative_Ironic,日常社交,True
那个演员的表演浮夸，看的时候没有不摇头的。,0,双重否定,Normal,影视娱乐,True
这家洗衣店报价便宜，不过洗后的毛衣缩水严重没法穿,0,转折关系,Normal,生活服务,True
邻居小孩经常乱扔垃圾，说了也不听。,0,简单句,Normal,日常社交,True
旅行中天气突变，我们不是不失望地取消户外计划。,0,双重否定,Normal,出行旅游,True
演员的服装太夸张，没有人不被分散注意力的。,0,双重否定,Normal,影视娱乐,True
这家店的寿司，鱼生新鲜，米饭醋味适中，无不被食客喜爱。,1,双重否定,Normal,美食餐饮,True
家政服务员整理房间时，每件物品都放回原处，没有一样乱放。,1,双重否定,Normal,生活服务,True
去餐厅点的沙拉，蔬菜蔫了，酱汁也稀。,0,简单句,Normal,美食餐饮,True
昨晚吃的海鲜大餐，龙虾新鲜弹牙，不是没有一点惊喜，是超出预期。,1,双重否定,Normal,美食餐饮,True
民宿老板热情推荐当地小吃，味道超棒。,1,简单句,Normal,出行旅游,True
线下试的包包看着容量大，到家后发现夹层少得可怜。,0,转折关系,Normal,购物消费,True
开头很吸引人，但中间部分拖沓得让我忍不住快进。,0,转折关系,Normal,影视娱乐,True
酒店空调坏了半夜热得睡不着投诉无用。,0,简单句,Normal,出行旅游,True
从没在这家餐厅吃到过满意的牛排，肉质老硬，从未不让人皱眉。,0,双重否定,Normal,美食餐饮,True
出租车司机绕开拥堵路段，让我准时到机场。,1,简单句,Normal,生活服务,True
送水工经常迟到，没有一次不延误送水时间。,0,双重否定,Normal,生活服务,True
电影对话冗长，细品之下深意满满，值得回味。,1,转折关系,Normal,影视娱乐,True
朋友借钱后，很久没联系，感觉被利用了。,0,简单句,Normal,日常社交,True
新买的手机膜，贴了有气泡，边缘不贴合，浪费钱。,0,简单句,Normal,购物消费,True
新买的扫地机器人，清洁不干净常卡住，添麻烦。,0,简单句,Normal,购物消费,True
昨天点的外卖味道怪，吃一口没有不想吐的。,0,双重否定,Normal,购物消费,True
植物园的门票略贵，但是温室里的珍稀兰花展让人大开眼界,1,转折关系,Normal,出行旅游,True
托尼老师审美太在线了，剪完的短发比我奶奶的还显老,0,反讽,Negative_Ironic,生活服务,True
在海边看日落，天空从橙红色渐变到深蓝，美不胜收。,1,简单句,Normal,出行旅游,True
景点的门票包含强制购物，游客没有不反感的。,0,双重否定,Normal,出行旅游,True
上个月去日本，樱花盛开的时候，走在路上就像在画里一样。,1,简单句,Normal,出行旅游,True
垃圾分类指导員不耐烦，无不敷衍指导居民。,0,双重否定,Normal,生活服务,True
虽然电视剧投资大，场景豪华，但演员演技僵硬，观感差。,0,转折关系,Normal,影视娱乐,True
同事总是在背后说人坏话，让人不舒服。,0,简单句,Normal,日常社交,True
这家超市的草莓又大又甜，我每次去没有不买一盒的。,1,双重否定,Normal,购物消费,True
观看时去洗手间错过情节，朋友讲解后更觉有趣，没白看。,1,转折关系,Normal,影视娱乐,True
跟团行程赶景点只给十分钟走马观花。,0,简单句,Normal,出行旅游,True
这部剧的节奏太紧凑，一集二十分钟十五分钟是回忆,0,反讽,Negative_Ironic,影视娱乐,True
这款防晒霜清爽不油腻，夏天用皮肤没有不保护的。,1,双重否定,Normal,购物消费,True
排队时期待高，吃到嘴里汉堡肉饼干，面包也硬。,0,转折关系,Normal,美食餐饮,True
电影配乐响起时，没有不增强情感氛围的瞬间。,1,双重否定,Normal,影视娱乐,True
意大利面煮得时间短，但酱汁稀，味道淡。,0,转折关系,Normal,美食餐饮,True
保洁公司清洁卫生间，没有一处不洁净如新。,1,双重否定,Normal,生活服务,True
书店环境安静书籍丰富，读者没有不留恋的。,1,双重否定,Normal,购物消费,True
自驾去西藏，沿途看到雪山和草原，美景让人震撼。,1,简单句,Normal,出行旅游,True
这古镇可真有韵味，全是卖义乌同款小商品的商店,0,反讽,Negative_Ironic,出行旅游,True
动画电影色彩鲜艳，孩子看得手舞足蹈。,1,简单句,Normal,影视娱乐,True
演员们的配合默契十足，没有一幕不显得真实流畅。,1,双重否定,Normal,影视娱乐,True
洗衣店处理污渍很专业，没有一件衣服洗不干净的。,1,双重否定,Normal,生活服务,True
那个反派角色演得太到位了，没有人不恨得牙痒痒。,1,双重否定,Normal,影视娱乐,True
这家餐厅的披萨芝士多，吃一口没有不满足的。,1,双重否定,Normal,购物消费,True
这家超市商品种类全，不过称重台的工作人员态度特别差,0,转折关系,Normal,生活服务,True
网购的瑜伽垫，防滑效果好，练瑜伽时稳当不滑动。,1,简单句,Normal,购物消费,True
退货政策麻烦，想退换没有不繁琐的。,0,双重否定,Normal,购物消费,True
宠物医院收费高检查半天没说清病情。,0,简单句,Normal,生活服务,True
火车上的餐食价格昂贵，乘客没有不嫌贵的。,0,双重否定,Normal,出行旅游,True
超市打折“划算”，临期商品混着卖，回家就坏了。,0,反讽,Negative_Ironic,购物消费,True
这款运动鞋外观看着厚重，上脚却轻软舒适又透气。,1,转折关系,Normal,购物消费,True
飞机延误四小时候机厅闷热难受。,0,简单句,Normal,出行旅游,True
在超市买的苹果，又脆又甜，一家人吃得很开心。,1,简单句,Normal,购物消费,True
早餐店包子馅少皮厚，虽然便宜，但口感差。,0,转折关系,Normal,美食餐饮,True
这家便利店地处偏僻，可24小时营业随时都能买到急需品,1,转折关系,Normal,生活服务,True
在餐厅点外卖，服务员推荐了招牌菜，味道果然不错。,1,简单句,Normal,生活服务,True
这部电影的剪辑太乱，没有一段不看得人头晕。,0,双重否定,Normal,影视娱乐,True
跟团去博物馆，导游讲解得很详细，学到了很多知识。,1,简单句,Normal,出行旅游,True
预订的民宿位置偏僻，晚上打车都打不到。,0,简单句,Normal,出行旅游,True
没有一个人吃了这家店的披萨后，不说饼底太厚， toppings 太少。,0,双重否定,Normal,美食餐饮,True
这部剧的配角真亮眼，戏份全被主角的光环盖没了,0,反讽,Negative_Ironic,影视娱乐,True
上次你选的露营地，没一个人不吐槽蚊虫多到吓人,0,双重否定,Normal,日常社交,True
去迪士尼乐园，项目都很好玩，孩子们乐坏了。,1,简单句,Normal,出行旅游,True
打车去机场司机提前到，路上指了最佳路线，很靠谱。,1,简单句,Normal,生活服务,True
每次路过那家甜品屋，巧克力蛋糕的香气，没有一次不吸引我进去。,1,双重否定,Normal,美食餐饮,True
预定电话打不通麻烦，到店服务周到菜品惊艳体验棒。,1,转折关系,Normal,美食餐饮,True
家庭剧情节贴近生活，让人想起自家琐事。,1,简单句,Normal,影视娱乐,True
促销活动规则复杂，参与后没有不被困惑的。,0,双重否定,Normal,购物消费,True
您家的果茶真“新鲜”，水果是放了三天的烂边角料,0,反讽,Negative_Ironic,美食餐饮,True
这沙拉真“健康”，酱咸得我直接灌了半瓶矿泉水,0,反讽,Negative_Ironic,美食餐饮,True
这家店的出餐真“准时”，预约的午餐变成下午茶,0,反讽,Negative_Ironic,美食餐饮,True
这部职场剧的专业性太强，完全是把办公室当偶像剧拍,0,反讽,Negative_Ironic,影视娱乐,True
这家理发店真实在，烫个发要价三百还没维持三天就直了,0,反讽,Negative_Ironic,生活服务,True
朋友带我去的那家私房菜，每道菜都创意十足，非尝遍所有不可。,1,双重否定,Normal,美食餐饮,True
家人忘记了我的生日，连句祝福都没有，有点伤心。,0,简单句,Normal,日常社交,True
在生鲜平台买的海鲜，不新鲜有异味，只能扔掉。,0,简单句,Normal,购物消费,True
火锅店的蘸料，芝麻酱稀得像水，没味道。,0,简单句,Normal,美食餐饮,True
点的酸辣汤，一点酸味都没有，反而咸得慌。,0,简单句,Normal,美食餐饮,True
虽然快递包装是气泡袋，可里面的玻璃罐还是裂了个缝,0,转折关系,Normal,生活服务,True
新剧的演员演技生硬，对话像在念稿。,0,简单句,Normal,影视娱乐,True
邮轮的自助餐品种多，可是大多数菜品都凉透了没胃口,0,转折关系,Normal,出行旅游,True
网购的键盘，按键灵敏，打字手感舒适。,1,简单句,Normal,购物消费,True
喜剧演员表演夸张但不过分，很逗趣。,1,简单句,Normal,影视娱乐,True
在书店买的绘本，插图精美，孩子看得入迷。,1,简单句,Normal,购物消费,True
在家炖的鸡汤，火候刚好，没有不滋补的感觉。,1,双重否定,Normal,美食餐饮,True
演员的哭戏很有感染力，我都跟着流泪了。,1,简单句,Normal,影视娱乐,True
这款软件“用户友好”，界面复杂到找不到设置。,0,反讽,Negative_Ironic,购物消费,True
电子产品售后等待时间长，不能不让人失望。,0,双重否定,Normal,购物消费,True
导演的镜头运用巧妙，没有一帧不赏心悦目。,1,双重否定,Normal,影视娱乐,True
餐厅的纸巾真“充足”，要三张只给了我一张破的,0,反讽,Negative_Ironic,美食餐饮,True
火锅汤底太油腻，涮了菜后浮着一层油，看着就没胃口。,0,简单句,Normal,美食餐饮,True
上周买的扫地机器人，每天自动清扫，地板干净多了。,1,简单句,Normal,购物消费,True
这部奇幻剧的魔法太炫酷，施法动作像在跳广播体操,0,反讽,Negative_Ironic,影视娱乐,True
外卖的米饭硬邦邦的，菜也凉了，整体体验糟。,0,转折关系,Normal,美食餐饮,True
电影画面很美，每一帧都像艺术品。,1,简单句,Normal,影视娱乐,True
去旅游时吃了当地特色小吃，外酥里嫩，回味无穷。,1,简单句,Normal,美食餐饮,True
这山顶酒店真舒适，夜里空调坏了热得我翻来覆去,0,反讽,Negative_Ironic,出行旅游,True
上次水管漏水，维修师傅来得快，修得彻底，问题没有不解决的时候。,1,双重否定,Normal,生活服务,True
电视剧OST好听，我单曲循环一整天。,1,简单句,Normal,影视娱乐,True
维修空调时，师傅工具没带全，折腾了半天才修好。,0,简单句,Normal,生活服务,True
虽然餐品味道还行，但外卖配送超时俩小时菜都凉透了,0,转折关系,Normal,生活服务,True
寄快递时工作人员态度冷淡，没有一次热情的接待。,0,双重否定,Normal,生活服务,True
玩具玩几次就坏，不能不说是质量差。,0,双重否定,Normal,购物消费,True
那家网红奶茶店，排队半小时，喝到嘴里甜得齁人，没有顾客不吐槽的。,0,双重否定,Normal,美食餐饮,True
早餐摊的油条，炸得油腻，吃完后胃不舒服。,0,简单句,Normal,美食餐饮,True
这综艺的笑点太高级，全是低俗笑话让人尴尬到脚趾抠地,0,反讽,Negative_Ironic,影视娱乐,True
招牌菜名气大，实际吃时肉质柴，调味也过咸。,0,转折关系,Normal,美食餐饮,True
喝了一碗皮蛋瘦肉粥，粥熬得稠，皮蛋和肉丝分布均匀，暖胃又好吃。,1,简单句,Normal,美食餐饮,True
超市收银排队时间长，无不让人烦躁。,0,双重否定,Normal,购物消费,True
你推荐的那家手作店，没一个朋友不夸做工精巧别致,1,双重否定,Normal,日常社交,True
